ID1,ID2,Cost
15876.0,15884.0,3360384.08960566
15884.0,19376.0,3491922.602046093
19376.0,15904.0,5489180.93344142
15904.0,15908.0,1976085.08365295
15908.0,15918.0,4548155.88911377
15918.0,15923.0,2304688.29194744
15923.0,15925.0,690945.80674428
15925.0,19624.0,5081199.556321007
15876.0,19202.0,293389.109235288
15876.0,19201.0,5014994.726589486
19201.0,19322.0,3308092.2319726218
19322.0,19365.0,6220828.927032086
15884.0,19257.0,742870.2586526552
19257.0,19258.0,3728764.4185349317
19258.0,19180.0,4260179.070248723
19180.0,19198.0,984192.8190744396
19469.0,19491.0,3311746.481256118
19491.0,15904.0,864971.1957665577
19201.0,19228.0,1133488.230274503
19332.0,19375.0,5596284.364744535
19375.0,19503.0,4591549.115085485
16645.0,16837.0,2738401.770331799
16837.0,20066.0,2418771.7876212457
16645.0,15577.0,2874239.11541991
15577.0,19022.0,4077612.17565485
19022.0,18085.0,3312803.93366285
18085.0,20309.0,2226686.9397495603
16775.0,16776.0,351431.3569733
16775.0,19706.0,4183495.596775329
19706.0,16579.0,6992242.370436973
16579.0,19673.0,1580551.8994296119
16775.0,15925.0,6483178.16625161
19341.0,19375.0,1441177.5107748655
19341.0,19474.0,6045377.77818658
19474.0,19481.0,639559.7266374485
19481.0,15923.0,4175169.6433916437
19341.0,19214.0,5287156.665254184
19729.0,16757.0,533292.161892646
16757.0,16702.0,3999824.50639317
16702.0,16714.0,6535305.470993078
16714.0,15918.0,5013886.59711276
19729.0,19651.0,7752404.71037875
19858.0,19048.0,6081015.286036627
19048.0,19863.0,3773830.549339041
19858.0,19695.0,8027589.343286513
19224.0,19257.0,1021217.9663080102
19481.0,19291.0,5285810.469121784
19868.0,16828.0,4361156.837818162
16828.0,16837.0,3863638.15855645
20125.0,20172.0,1446547.15883795
20125.0,20075.0,2694728.017225336
20125.0,19037.0,3681337.1360953576
19037.0,19038.0,483918.57317193993
19038.0,16680.0,6011808.001895639
16680.0,16746.0,10502351.46584124
16746.0,16824.0,969099.43822421
19874.0,16571.0,6930927.912871943
16571.0,16579.0,4415560.29440161
15908.0,19540.0,1347992.4513157962
18085.0,20189.0,7656280.801753188
20189.0,20151.0,974120.4900769296
20151.0,20192.0,4091060.6622384912
20133.0,19032.0,1332405.0966361878
19032.0,20189.0,3432473.3782725474
20007.0,20151.0,6129384.799086505
20007.0,19950.0,3568837.810956715
16680.0,19048.0,1582102.2069646001
19117.0,19123.0,4493621.656975921
19123.0,19150.0,1665839.904943919
19150.0,19167.0,2841873.7271620845
19167.0,19180.0,651834.3684812883
19118.0,19123.0,340332.57983745635
19376.0,19388.0,795817.9874287434
19388.0,19393.0,4300465.88858125
19168.0,19167.0,185149.83923478433
19426.0,19547.0,4750904.944007246
19426.0,19388.0,718190.7197789694
19911.0,16828.0,2854536.773149972
16746.0,16757.0,4759013.86160878
19149.0,19150.0,1219116.5595611143
19022.0,20219.0,522085.5553630189
20219.0,20340.0,10000744.429844633
19032.0,19034.0,3633353.74297713
19034.0,19037.0,3883271.91215976
19034.0,20059.0,1671265.9007312662
20993.0,21041.0,3026873.4428193443
21041.0,17652.0,6353926.633081166
17652.0,18967.0,641926.13789166
18967.0,18974.0,4458138.508485305
18974.0,21056.0,1439268.916942172
21056.0,20987.0,4252457.67319316
20987.0,20959.0,3079061.0303948894
20993.0,20953.0,7932675.638347614
21387.0,21448.0,8226854.369998045
21448.0,21463.0,7477994.1623164425
21463.0,21322.0,9985195.853291295
21322.0,21189.0,5803895.480944852
21189.0,21142.0,1500648.4111650146
21142.0,18967.0,251513.357678912
21387.0,21460.0,2062255.0845330928
21460.0,21488.0,6511530.742951165
21189.0,21202.0,3741658.8795256387
21320.0,21333.0,5910128.8427469535
21333.0,21375.0,4769248.47833087
21375.0,21407.0,5524933.873602343
18985.0,18974.0,6846213.10221562
18985.0,18995.0,4916586.5784537615
18995.0,21035.0,5099948.629190961
18985.0,21039.0,1093106.6835739985
21387.0,21375.0,505561.3385108839
17646.0,17651.0,3533233.6463972395
17651.0,17652.0,861622.8169324
20984.0,20987.0,2874530.354835968
21306.0,17651.0,4080167.9597260416
17409.0,21958.0,1806923.1809650809
17409.0,17403.0,3360250.53709497
17403.0,17398.0,4156123.13724784
17398.0,21741.0,5923129.422443068
17409.0,15511.0,4324562.058557658
15511.0,21879.0,606784.5723153019
21879.0,21880.0,2721413.5095987576
21635.0,21636.0,162951.1359207845
21635.0,17779.0,6780034.49223265
17779.0,17778.0,924223.79583792
17778.0,21569.0,2651549.2631698577
21635.0,17785.0,5509826.784691181
17785.0,17786.0,809898.9284689198
17786.0,17791.0,5884791.039547221
17791.0,21772.0,225606.86537598755
22020.0,17482.0,4312321.513380073
17482.0,22035.0,4759540.180258917
21765.0,15512.0,4234542.585538538
15512.0,15511.0,5456835.790885159
15511.0,17473.0,404377.91338857
17473.0,17482.0,6714680.073122831
21897.0,17473.0,4779024.226307669
17473.0,21934.0,1447258.9426782841
15512.0,17791.0,1789979.09712102
21533.0,15787.0,4641462.097617601
15787.0,15788.0,1953411.6342642696
15788.0,21553.0,7057463.006663248
15787.0,21556.0,593491.0379568579
21825.0,17398.0,949737.7620081706
21603.0,21681.0,8278590.212912992
21681.0,17786.0,2872756.052059719
21701.0,21738.0,3799011.9208609387
21701.0,21703.0,1356664.768448982
21703.0,17785.0,3399673.7456323486
21701.0,21706.0,5528513.042242308
21834.0,21879.0,3207509.5740323886
15788.0,17778.0,3450481.46240548
17779.0,21588.0,4221163.977518074
17403.0,21855.0,663423.3131705372
22072.0,19006.0,6575876.848873127
19006.0,16511.0,6387475.849385481
22113.0,22126.0,1335470.0880411193
22126.0,22148.0,3044520.1764266994
22148.0,22174.0,7132825.080105115
22174.0,18958.0,1008292.5459396059
18958.0,18960.0,1386706.9181221998
18960.0,22149.0,5608721.009594629
22273.0,22245.0,4322390.536538056
22245.0,22259.0,2055232.692912927
22245.0,22223.0,4378551.02300125
22223.0,18960.0,4280457.8857119065
22126.0,22103.0,5188603.789861528
18958.0,18951.0,5275085.15876867
22280.0,22283.0,1646830.7340707094
22283.0,22295.0,2468970.827198175
22295.0,22316.0,6004661.66549866
22283.0,22303.0,2296691.825664282
22293.0,22295.0,763330.8629439727
22418.0,22399.0,8592401.974070055
22399.0,22428.0,5683680.334092593
22481.0,22450.0,6455545.50217978
22514.0,22533.0,4693985.119552048
20419.0,19067.0,2443673.064246201
19067.0,20389.0,3505611.8774998533
20389.0,20359.0,9549047.716992788
20359.0,20347.0,3612280.144142248
20456.0,20419.0,10572836.601566575
20458.0,19067.0,5345294.152342548
22665.0,22701.0,3708886.985705144
22701.0,22724.0,1415935.9016572698
22665.0,22745.0,7863099.855060398
22745.0,22830.0,7466492.256109041
22830.0,22831.0,318132.75666531443
16097.0,17826.0,4433058.17512178
17826.0,22676.0,81865.21234389652
16097.0,22641.0,2986099.11845875
16097.0,16094.0,4715515.27155869
16094.0,22604.0,1969847.902686048
17826.0,22701.0,5264291.443673336
17826.0,17823.0,4896506.23312185
17823.0,22813.0,3196275.832853005
22813.0,22860.0,3355801.1136270706
22860.0,22876.0,4014584.5104349284
22876.0,22894.0,4831178.3669056585
22824.0,22830.0,5118490.076178197
22570.0,16087.0,4692777.934305443
16087.0,16092.0,2325520.61440632
16092.0,16094.0,6446301.93659889
22575.0,16087.0,377732.3910978288
22969.0,22931.0,10515873.769197842
22996.0,23021.0,9394021.202434182
23074.0,16907.0,2477785.7940740488
16907.0,16908.0,366398.26128094
16908.0,16909.0,452238.88686819
16909.0,23219.0,7220681.720550229
23106.0,23119.0,773048.8431403821
23119.0,23165.0,3251691.0093602207
23165.0,23226.0,8167402.577542039
16907.0,23062.0,1206876.6797070666
23179.0,16909.0,2663912.5435760817
16908.0,23119.0,1014960.3906245895
23239.0,15666.0,6462288.315266848
15666.0,23278.0,7886008.474885507
15666.0,23287.0,2224117.546842837
23362.0,17618.0,556936.6793453121
17618.0,17626.0,6924013.57469559
17626.0,17631.0,2226931.2134704
23337.0,17626.0,4650656.789430457
17618.0,23379.0,7674271.0899898475
23408.0,23393.0,2939955.395174148
18117.0,18098.0,808137.0627457298
18098.0,18108.0,3500085.5292680506
18108.0,23467.0,7374532.166780456
23467.0,23438.0,4698055.752458714
23482.0,18108.0,2292515.7650812767
18098.0,23532.0,3651051.55219466
17063.0,17064.0,762278.52846556
17064.0,17070.0,4563661.91980217
17070.0,23591.0,5178712.028297967
17064.0,23669.0,5337582.124727609
17064.0,23633.0,5823992.673676248
23614.0,17070.0,3463775.3538183514
20493.0,20503.0,6394351.316499927
23747.0,23755.0,1300937.114484318
23755.0,23764.0,1288018.0597960844
23764.0,23794.0,6997554.944488924
23729.0,23705.0,6163955.257010702
23729.0,23755.0,3547612.8161413013
23810.0,17817.0,5132742.310433893
17817.0,23833.0,823298.5795236675
23848.0,17814.0,3612183.781928552
17814.0,17817.0,3185339.02380656
23852.0,17814.0,1449910.386613837
23896.0,23879.0,4957311.399369382
23920.0,23937.0,6131065.076432277
23920.0,15951.0,2257934.246363541
24034.0,17348.0,1082184.965190595
17348.0,17360.0,6345085.373951999
17360.0,23961.0,4648870.966393327
17348.0,24057.0,5204765.932320632
23943.0,23949.0,7558670.652141139
23949.0,23978.0,5392203.97685168
23978.0,17360.0,331656.2857781068
24009.0,23978.0,3998557.463967037
24084.0,24070.0,4521547.401400365
24453.0,24561.0,8882591.249254562
24453.0,24407.0,5274344.95883287
24407.0,24470.0,6528031.699166556
24470.0,24509.0,4805921.710726345
24509.0,24562.0,2649473.5751417717
24210.0,24281.0,3404034.655416136
24210.0,16156.0,2145656.549402669
16156.0,16163.0,4116275.21092782
16163.0,16170.0,6752696.291958341
16170.0,24509.0,1730896.4495287759
24210.0,24167.0,1841962.0602663576
24167.0,24186.0,588855.4687712382
24470.0,24563.0,6856523.702741465
24729.0,24629.0,5647386.272028312
24629.0,24670.0,9907473.359226968
24670.0,16181.0,4941156.565408894
16181.0,24657.0,3210457.804443204
24355.0,24359.0,502796.9548556964
24359.0,16936.0,2425786.6411303026
16936.0,16947.0,5968760.41302906
16947.0,16171.0,827715.3855948402
16171.0,16181.0,7230552.815043509
24355.0,24237.0,3905709.9908221625
24237.0,24114.0,6436087.684711892
24134.0,24167.0,2885945.624894538
24359.0,24371.0,2810020.5377541655
16936.0,24396.0,1048868.936795136
16170.0,16171.0,781632.6637103802
16947.0,24533.0,3210289.7694261805
16155.0,16156.0,514638.01124587
16155.0,24285.0,6249154.664325811
16155.0,24151.0,7804176.18847372
24800.0,15858.0,651057.5399419816
15858.0,15868.0,4537270.4154686
15868.0,24757.0,1306367.9430781214
24757.0,24779.0,4120248.669253289
24896.0,24824.0,7611000.798075236
24824.0,16067.0,2282415.4966299124
16067.0,16065.0,1725468.3843655498
16065.0,24855.0,308033.1428199389
16065.0,24894.0,4218235.066316746
15858.0,15852.0,2964950.20555461
16067.0,15868.0,4583655.115677591
24940.0,24957.0,8242526.885627299
24957.0,24980.0,5796579.393289996
24940.0,24933.0,6067552.597333618
25000.0,25019.0,3587965.2363338787
25019.0,25028.0,2478483.322215574
25019.0,25022.0,3363445.761392221
20577.0,16546.0,3556884.7225284087
16546.0,16551.0,6006677.28175758
16551.0,20581.0,7400616.816668887
16546.0,20573.0,708288.7556379396
16546.0,20527.0,11133268.607472476
20527.0,20509.0,6278372.84055689
25090.0,25091.0,6036003.660485958
25091.0,25190.0,9500670.661229506
17858.0,25080.0,5042059.1653544605
17858.0,25244.0,1860337.291656602
25244.0,25274.0,2856780.240541434
25274.0,25241.0,7562573.232250721
25241.0,25090.0,7601029.516392804
25122.0,25244.0,4863003.976733523
25300.0,25316.0,5975528.334686216
25300.0,25287.0,4927534.763299416
25338.0,25325.0,4049561.8606812092
25410.0,17099.0,3763152.461399476
17099.0,17123.0,2641628.0015321923
17123.0,25423.0,4968158.518046686
25353.0,17099.0,1372276.076414926
25441.0,25458.0,8106366.140406918
25492.0,25479.0,7855181.501697735
25521.0,25502.0,6916977.861750743
15107.0,15116.0,4150112.9078345695
15116.0,15132.0,8436750.467903022
15132.0,25582.0,8298451.672760648
15107.0,25531.0,5252112.376102552
15116.0,15190.0,5336503.108247964
25628.0,25647.0,6427167.772376405
25689.0,25671.0,5698025.411931345
25671.0,25725.0,5091479.774733987
25725.0,25739.0,2468186.6518873284
25739.0,16195.0,1426208.9453948392
16195.0,16202.0,5218268.039393919
16202.0,25814.0,3871936.7366062086
25794.0,16202.0,653305.9518649734
25667.0,25671.0,637464.041292843
16195.0,15789.0,2751622.52593193
15789.0,25720.0,3918704.97935792
25739.0,25754.0,2169182.7797600185
25754.0,25817.0,5654312.002268773
25685.0,15789.0,2144455.4623455936
20712.0,20698.0,6988359.456997602
20698.0,20669.0,4646393.758869504
20669.0,20649.0,7309383.926424476
20649.0,20653.0,6655767.008621207
20698.0,20687.0,1144431.7857729641
25850.0,25839.0,7937941.979003661
25839.0,25829.0,7015752.663133677
25894.0,25906.0,3054729.3010214064
25906.0,25926.0,5639904.206024262
25926.0,25937.0,4233668.489185565
25937.0,25946.0,4153223.070823615
25906.0,25903.0,3610005.659357868
25971.0,25972.0,3887531.235426577
26055.0,17136.0,1463879.3475782634
17136.0,17149.0,4815390.61602523
17149.0,16301.0,7232057.86589637
16301.0,16310.0,5093132.45899202
26122.0,16301.0,2107576.959035695
17136.0,17297.0,1988255.8856932097
17297.0,26105.0,8128212.1671900125
17297.0,26004.0,9696086.684184622
26075.0,17149.0,2445083.435914977
26241.0,15408.0,6878942.784434827
15408.0,15409.0,1635712.3404136896
15409.0,26271.0,4864038.590344886
15408.0,26263.0,711233.0972798761
26249.0,15409.0,2020189.652479699
26304.0,26303.0,11481565.55032929
26338.0,26379.0,7076544.468584922
26433.0,18564.0,7416057.650816999
20735.0,20751.0,6843318.727809544
26488.0,26466.0,4833663.820972782
26466.0,26496.0,5918678.788727608
20776.0,20810.0,6180651.84235893
20810.0,20815.0,3296537.1044407906
20850.0,20869.0,6686440.773596271
20885.0,20901.0,5994689.892022455
