index,voltage [p.u]
15876.0,0.9450168500749105
15884.0,0.9450691720883387
15904.0,0.9454731576358507
15908.0,0.9455900765476762
15923.0,0.9457872172435399
16579.0,0.945498787315745
16680.0,0.9492443528810398
16746.0,0.948001568837829
16757.0,0.9474680558524575
16775.0,0.9456510221372744
16828.0,0.9457861239685814
16837.0,0.9458101870902036
19022.0,0.9459350611719795
19032.0,0.9513956508090609
19034.0,0.9507620419606326
19037.0,0.9500969433894955
15577.0,0.9458715717394263
15918.0,0.9458733402070181
15925.0,0.945772155767012
16571.0,0.9454575364946145
16645.0,0.9458357696469076
16702.0,0.9470445636895128
16714.0,0.9463729719345664
16776.0,0.9456499277626024
16824.0,0.9479955331904187
18085.0,0.9477610348945426
19038.0,0.9500306377464514
19048.0,0.9492246459021445
19117.0,0.9448579403943382
19118.0,0.9448708739424726
19149.0,0.9448785123817189
19168.0,0.9449082814124743
19198.0,0.9449139125311963
19202.0,0.9450159364466761
19214.0,0.9456413010476717
19224.0,0.9450497986211989
19228.0,0.9449508525673314
19258.0,0.9449833094008044
19291.0,0.9457057485411191
19322.0,0.9449234776161425
19332.0,0.9456313626122231
19341.0,0.9456577655157004
19365.0,0.9449041056463928
19393.0,0.9451629637352241
19426.0,0.9451852745002424
19469.0,0.945454764003505
19474.0,0.9457142423342165
19491.0,0.9454650769462665
19503.0,0.9456344914076121
19540.0,0.9455858788323402
19547.0,0.9451704799466647
19624.0,0.9457563326596333
19651.0,0.9474405930832999
19673.0,0.9454938653987557
19695.0,0.9491178395301739
19706.0,0.9455858840736022
19729.0,0.9474647344559848
19858.0,0.9491678361527285
19863.0,0.9492128940066817
19868.0,0.9457725431099328
19874.0,0.9454359532414115
19911.0,0.9457772347995226
19950.0,0.9519244086699079
20007.0,0.9519355222078184
20059.0,0.950756837555745
20066.0,0.9458026549149179
20075.0,0.949962449342565
20133.0,0.9513915016335203
20151.0,0.9519927838324208
20172.0,0.9499257946634112
20192.0,0.951980044066656
20219.0,0.9459318095713636
20309.0,0.947754100880998
20340.0,0.9459006667573043
19123.0,0.9448719337550022
19150.0,0.9448823087711374
19167.0,0.9449088579782546
19180.0,0.9449169773564379
19201.0,0.9449543823058865
19257.0,0.9450529787445848
19375.0,0.9456487897192366
19376.0,0.9451996603299703
19388.0,0.9451897474632707
19481.0,0.9457222088170263
20125.0,0.9499708408592336
20189.0,0.9520049176704591
20935.0,0.9266883902482358
17651.0,0.9282629084521722
17652.0,0.9282843735415884
18967.0,0.9283843230328106
18974.0,0.9305778156048732
18985.0,0.9340102465850657
17646.0,0.9281858897987363
18995.0,0.9364905466783495
20953.0,0.9272649044282971
20959.0,0.9305282966636957
20984.0,0.9305289335823614
20993.0,0.9277095538435824
21035.0,0.9391268745032879
21039.0,0.9340068425966495
21041.0,0.9278886446894653
21056.0,0.930564369740545
21142.0,0.9282997347255153
21202.0,0.9278020812835003
21306.0,0.9282502026068232
21320.0,0.9177846306106887
21322.0,0.9259521503074023
21333.0,0.9178030350449693
21407.0,0.9163163523676294
21448.0,0.9204518375521697
21460.0,0.9179667417784633
21463.0,0.9227805220152778
21488.0,0.9179261873192245
20987.0,0.9305378850124251
21189.0,0.927813732994788
21375.0,0.9178475900737288
21387.0,0.9179924296368386
15511.0,0.9738077952248716
15512.0,0.9783618809651152
15787.0,0.9997945684252293
15788.0,0.9998979797770016
17398.0,0.9645152089191436
17403.0,0.9677637446772168
17409.0,0.9704006693499366
17473.0,0.9737926841903826
17482.0,0.9736254054167262
17778.0,0.9969001330431619
17779.0,0.9961000271563558
17785.0,0.9855160522618048
17786.0,0.9848275284011813
17791.0,0.9798613094717343
21533.0,0.9995633085351953
21553.0,0.999876002487242
21556.0,0.9997927202647078
21569.0,0.9968918759872747
21588.0,0.9960868822424159
21603.0,0.984783856651156
21636.0,0.9902511179987814
21681.0,0.9848096365915876
21703.0,0.9854842920039365
21706.0,0.9854586264974586
21738.0,0.985464012249711
21741.0,0.9599224241552777
21765.0,0.9783486943895265
21772.0,0.9798599043698025
21825.0,0.9645092938581729
21834.0,0.973792138209268
21855.0,0.9677616787441226
21880.0,0.9737851773199016
21897.0,0.9737629199535484
21934.0,0.9737836705181577
21958.0,0.9703950425015516
22020.0,0.9736119766336994
22035.0,0.9735216553078051
21635.0,0.9902516254366989
21701.0,0.9854758425612133
21879.0,0.9738021265531316
16511.0,0.9459312135179401
19006.0,0.942569648624484
22072.0,0.939129410718384
18958.0,0.9278435928020018
18960.0,0.9279170034617928
18951.0,0.9276464702808953
22103.0,0.9277261383810094
22113.0,0.9277381372304213
22148.0,0.9277612575240919
22149.0,0.9282837860039806
22174.0,0.9278278934370716
22223.0,0.927863685229352
22259.0,0.9278099799613043
22273.0,0.9278093200158763
22126.0,0.9277422959504972
22245.0,0.9278227801543405
22280.0,0.9498917865694902
22293.0,0.9498714723391463
22303.0,0.9499255229309799
22316.0,0.9498364517609482
22283.0,0.9498969148820572
22295.0,0.9498738493893046
22367.0,0.9981414476951391
22399.0,0.9273758666339842
22418.0,0.9273491094681674
22428.0,0.9274997614707544
22450.0,0.9499256110867837
22481.0,0.9498854053091768
22514.0,0.9276462525781269
22533.0,0.9275000795539081
19067.0,0.9991188996621893
20347.0,0.9989638589723148
20359.0,0.998975107791805
20389.0,0.9990643164160966
20419.0,0.9990808510667096
20456.0,0.9990150023918093
20458.0,0.9992853547726522
16087.0,0.9999898681650498
16094.0,0.998889990762932
16097.0,0.9983173011760013
17826.0,0.997889353523671
16092.0,0.9996929549182081
17823.0,0.9975234024065853
22570.0,0.9999752546218625
22575.0,0.9999875156102569
22604.0,0.9988838565588846
22641.0,0.9983080023152754
22665.0,0.9977332456461757
22676.0,0.9978890985913403
22724.0,0.9977865846414925
22745.0,0.997635301314758
22813.0,0.9972944750935453
22824.0,0.9975728600286017
22831.0,0.9975878085793289
22860.0,0.9972526745692605
22876.0,0.9972151697235531
22894.0,0.9971850806655589
22701.0,0.9977909939361019
22830.0,0.9975887992605084
22931.0,0.9520159496728345
22969.0,0.9599079651929365
22996.0,0.9981416050613104
23021.0,0.9983171257483722
16907.0,0.9997218071976903
16908.0,0.999653348256442
16909.0,0.9996505316678045
23062.0,0.99995106190106
23074.0,0.9997140912498622
23106.0,0.9994652166864498
23165.0,0.9989029793968456
23179.0,0.9996422361120489
23219.0,0.9996280461068764
23226.0,0.9975041260826557
23119.0,0.999470031311311
15666.0,0.9162652930730314
23239.0,0.9162451691867736
23278.0,0.9163144079158965
23287.0,0.9162583670607037
17618.0,0.9280862973345649
17626.0,0.9281509824993983
17631.0,0.9281856563705237
23337.0,0.9281220177476915
23362.0,0.9280845630061287
23379.0,0.9280385012131317
23393.0,0.999990628110681
23408.0,0.9999997832775644
18098.0,0.9154283474292516
18108.0,0.9163112020608358
18117.0,0.9154258308503653
23438.0,0.9162506427645679
23467.0,0.9162652727431425
23482.0,0.9163040630530649
23532.0,0.9154169778736742
23577.0,0.9152752088248115
17064.0,0.9598004999340994
17070.0,0.9598431343426461
17063.0,0.9597981261609628
23591.0,0.9599076414068531
23614.0,0.9598323479744368
23633.0,0.9597823637321206
23669.0,0.9597838784386895
20493.0,0.9271091846614167
20503.0,0.9271490093155664
23705.0,0.9031531203466324
23729.0,0.9032490946582374
23747.0,0.9033072769462148
23764.0,0.9033474669284373
23794.0,0.9035653742592706
23755.0,0.9033153793115823
17814.0,0.9968894199000358
17817.0,0.9970382094550982
23810.0,0.9972939472802317
23833.0,0.9970356456624969
23848.0,0.9967431891476606
23852.0,0.9968803897143552
23879.0,0.9031529971635337
23896.0,0.903137559850019
15951.0,0.9152752519962715
23920.0,0.9153104085923057
23937.0,0.9154249632363123
17348.0,0.9130536426904251
17360.0,0.9143972486035288
23943.0,0.914337028964817
23949.0,0.9143605670400379
23961.0,0.915425102448072
23978.0,0.9143941502211698
24009.0,0.9143816985149514
24034.0,0.9130502727127814
24057.0,0.9130374347912243
24070.0,0.9152751838348765
24084.0,0.9152470231892427
16155.0,0.9952124949822148
16170.0,0.9954059610109711
16171.0,0.9954376035683258
16181.0,0.9947170819681385
16936.0,0.9964085959035746
16947.0,0.9955535931722774
16156.0,0.9952157001987872
16163.0,0.9952797916243855
24114.0,0.9974785609471907
24134.0,0.9951751962559483
24151.0,0.9951881923905799
24186.0,0.9951823495085997
24237.0,0.9974986032433857
24281.0,0.9951850548234021
24285.0,0.9951930348047147
24355.0,0.9968661493650702
24371.0,0.9967775463546512
24396.0,0.9963955309840578
24407.0,0.9951767919861768
24453.0,0.9951110936992186
24470.0,0.9952784350582531
24533.0,0.9955435961707475
24561.0,0.9950281112103908
24562.0,0.9953599797372654
24563.0,0.9952570835034499
24629.0,0.9945938292152551
24657.0,0.9946970869185399
24670.0,0.9946555339418957
24729.0,0.9945762429743683
24167.0,0.9951841832337289
24210.0,0.9951956551561142
24359.0,0.9967862968979456
24509.0,0.9953682303293573
15858.0,0.9940709713334505
15868.0,0.9939861956230761
16065.0,0.9939183543175819
16067.0,0.9939291007058005
15852.0,0.9941356023471875
24757.0,0.9939780594339694
24779.0,0.9939652287753036
24800.0,0.9940689439079873
24824.0,0.9939148855957323
24855.0,0.9939173950871008
24894.0,0.9939052185244167
24896.0,0.9938911845618421
24933.0,0.9051513926170732
24940.0,0.9051702872767317
24957.0,0.905221622551616
24980.0,0.9053299275656024
25000.0,0.9734683457244883
25022.0,0.9735214145736835
25028.0,0.9734563644662537
25019.0,0.9734795188261498
16546.0,0.9270586643788422
16551.0,0.927264420378821
20509.0,0.9267270872599332
20527.0,0.9267466384242831
20573.0,0.9270564587325354
20577.0,0.9270475880634418
20581.0,0.9271491909401217
17858.0,0.9061988194088035
25080.0,0.9061674169642828
25090.0,0.9099726961638758
25091.0,0.9111568702902731
25122.0,0.9065045367270673
25190.0,0.9130503461012622
25241.0,0.9085051572287505
25274.0,0.90706859331777
25244.0,0.9065348239981158
25287.0,0.9963801278710716
25300.0,0.996395472458665
25316.0,0.9963768643671236
25325.0,0.9734563309882676
25338.0,0.9734437204518287
17099.0,0.9036727395966045
17123.0,0.9035657995089789
25353.0,0.9036641929251071
25410.0,0.9038485192471155
25423.0,0.9035503284169987
25441.0,0.9967422296425289
25458.0,0.9964897933812309
25479.0,0.9052215679682881
25492.0,0.9051971065435787
25502.0,0.9964679844056017
25521.0,0.9964895242176538
15116.0,0.904761475038377
15107.0,0.9053301159633487
15132.0,0.9042885707708274
15190.0,0.9043294035206011
25531.0,0.9061969488971976
25582.0,0.9038492603407857
25628.0,0.9964896473576991
25647.0,0.9963695602428247
15789.0,0.9941367314030634
16195.0,0.9942224182929618
16202.0,0.9941899184020982
25667.0,0.994715869926992
25685.0,0.994130053462417
25689.0,0.9945440201200108
25720.0,0.9941245283614417
25725.0,0.9943986906074609
25754.0,0.9942486939465307
25794.0,0.9941878839749688
25814.0,0.9941778609991035
25817.0,0.9942134783306223
25671.0,0.994668227655767
25739.0,0.9942757137174866
20649.0,0.9267008156651896
20653.0,0.9266800892766867
20669.0,0.926746339233181
20687.0,0.9266848990135921
20712.0,0.9266667007330424
20698.0,0.9266884628309217
25829.0,0.9963690598005215
25839.0,0.9963035175954768
25850.0,0.9962540793055976
25868.0,0.9963692344298516
25894.0,0.9945438540145268
25903.0,0.9944738076486754
25926.0,0.9944436022978523
25937.0,0.9944172345906337
25946.0,0.9944043012480462
25906.0,0.994496291121939
25971.0,0.904310798313341
25972.0,0.9043229042783784
16301.0,0.9043256592681008
17136.0,0.9041155565214577
17149.0,0.9041905333472477
16310.0,0.9043097990010714
17297.0,0.9040907904117808
26004.0,0.9040605963170485
26055.0,0.9041109979285803
26075.0,0.9041829192361845
26105.0,0.9040654787560403
26122.0,0.9043190961689425
18269.0,0.9040907477658638
15408.0,0.9040700621519177
15409.0,0.904126092734633
26241.0,0.9040486407829823
26249.0,0.904113510793128
26263.0,0.9040678473367849
26271.0,0.9043230018803432
26303.0,0.9040674271058993
26304.0,0.9040316729414417
26338.0,0.9039291995486414
26379.0,0.9039732729693978
18564.0,0.9040657226173368
26433.0,0.9039733467322846
20735.0,0.9995627975931733
20751.0,0.9992857619530386
26449.0,0.9040672855437283
26466.0,0.9999697122504028
26488.0,0.9999998167880514
26496.0,0.9999512811911665
20776.0,0.9273255818320258
20810.0,0.9273448286883416
20815.0,0.9273756254283652
20850.0,0.9980997485007171
20869.0,0.9981413923169732
20885.0,0.9364718190317443
20901.0,0.9364904867933254
26497.0,1.0
26498.0,1.0
26499.0,1.0
