Unnamed: 0,X,Y,ID,Weight,Cluster,MV_Power,Population,Substation,geometry
15871.0,1101104.9362201132,309425.2355168243,15876.0,1.0,1.0,0.0,0.0,1.0,POINT (1101104.936220113 309425.2355168243)
15879.0,1101418.0653134715,309543.5628180212,15884.0,1.0,1.0,0.0,0.0,1.0,POINT (1101418.065313471 309543.5628180212)
15899.0,1102095.7623216305,310062.9932714268,15904.0,1.0,1.0,0.0,0.0,1.0,POINT (1102095.76232163 310062.9932714268)
15903.0,1102283.6406490605,310123.79383171716,15908.0,1.0,1.0,0.0,0.0,1.0,POINT (1102283.64064906 310123.7938317172)
15917.0,1102920.8629259816,310372.1411197593,15923.0,1.0,1.0,0.0,0.0,1.0,POINT (1102920.862925982 310372.1411197593)
16564.0,1103745.034369813,311156.8758780871,16579.0,1.0,1.0,0.0,0.0,1.0,POINT (1103745.034369813 311156.8758780871)
16664.0,1100983.5196258486,312118.85622394626,16680.0,1.0,1.0,0.0,0.0,1.0,POINT (1100983.519625849 312118.8562239463)
16728.0,1101729.8738858206,311465.20641984,16746.0,1.0,1.0,0.0,0.0,1.0,POINT (1101729.873885821 311465.20641984)
16739.0,1102062.8945434494,311318.4055896933,16757.0,1.0,1.0,0.0,0.0,1.0,POINT (1102062.894543449 311318.4055896933)
16757.0,1102888.4823246596,310978.9437750315,16775.0,1.0,1.0,0.0,0.0,1.0,POINT (1102888.48232466 310978.9437750315)
16808.0,1102796.762374973,312025.9659884597,16828.0,1.0,1.0,0.0,0.0,1.0,POINT (1102796.762374973 312025.9659884597)
16817.0,1102984.777422124,312320.19151176396,16837.0,1.0,1.0,0.0,0.0,1.0,POINT (1102984.777422124 312320.191511764)
18988.0,1103495.9051304809,312849.84694193077,19022.0,1.0,1.0,0.0,0.0,1.0,POINT (1103495.905130481 312849.8469419308)
18998.0,1102220.354216944,312767.671287221,19032.0,1.0,1.0,0.0,0.0,1.0,POINT (1102220.354216944 312767.671287221)
19000.0,1101893.477956787,312609.47681457404,19034.0,1.0,1.0,0.0,0.0,1.0,POINT (1101893.477956787 312609.476814574)
19003.0,1101541.4843129232,312445.65865309373,19037.0,1.0,1.0,0.0,0.0,1.0,POINT (1101541.484312923 312445.6586530937)
19061.0,1103454.369946495,312523.8848862525,15577.0,3.0,1.0,0.7034457168922768,558.0,1.0,POINT (1103454.369946495 312523.8848862525)
19062.0,1102707.52965434,310285.11598786764,15918.0,3.0,1.0,0.0,0.0,1.0,POINT (1102707.52965434 310285.1159878676)
19063.0,1102989.160106703,310381.67051860515,15925.0,3.0,1.0,0.0,0.0,1.0,POINT (1102989.160106703 310381.6705186052)
19064.0,1104040.0879322023,311452.03955546784,16571.0,3.0,1.0,1.6409742255683415,1302.0,1.0,POINT (1104040.087932202 311452.0395554678)
19065.0,1103233.4108523065,312387.5188838473,16645.0,3.0,1.0,0.7706771622047768,612.0,1.0,POINT (1103233.410852307 312387.5188838473)
19066.0,1102437.35643436,311245.7452685285,16702.0,3.0,1.0,0.21462243105914144,171.0,1.0,POINT (1102437.35643436 311245.7452685285)
19067.0,1102649.699380048,310778.32496473164,16714.0,3.0,1.0,0.4134872816274832,328.0,1.0,POINT (1102649.699380048 310778.3249647316)
19068.0,1102860.9724364409,311000.64006079,16776.0,3.0,1.0,0.2728751601829185,217.0,1.0,POINT (1102860.972436441 311000.64006079)
19069.0,1101773.537862427,311547.8258736281,16824.0,3.0,1.0,1.030264069153382,817.0,1.0,POINT (1101773.537862427 311547.8258736281)
19070.0,1103184.7965058251,312961.64693195873,18085.0,3.0,1.0,0.0,0.0,1.0,POINT (1103184.796505825 312961.6469319587)
19071.0,1101499.458385169,312421.66712852736,19038.0,3.0,1.0,1.445751231769184,1147.0,1.0,POINT (1101499.458385169 312421.6671285274)
19072.0,1100850.6658699145,312033.0044459336,19048.0,3.0,1.0,0.0,0.0,1.0,POINT (1100850.665869914 312033.0044459336)
19073.0,1101708.1825243342,308957.4292551312,19117.0,3.0,1.0,0.8861205193803117,703.0,1.0,POINT (1101708.182524334 308957.4292551312)
19074.0,1102060.4407914141,308976.2630433041,19118.0,3.0,1.0,0.4730387113760183,376.0,1.0,POINT (1102060.440791414 308976.2630433041)
19075.0,1102258.8093020443,309138.42459978897,19149.0,3.0,1.0,0.3741432906485893,297.0,1.0,POINT (1102258.809302044 309138.424599789)
19076.0,1101919.0095312498,309311.73611243896,19168.0,3.0,1.0,0.1352177076941138,108.0,1.0,POINT (1101919.00953125 309311.736112439)
19077.0,1102041.064440308,309400.0690958314,19198.0,3.0,1.0,0.28326299461158544,225.0,1.0,POINT (1102041.064440308 309400.0690958314)
19078.0,1101128.4296027226,309407.6618812373,19202.0,3.0,1.0,0.538275637927356,427.0,1.0,POINT (1101128.429602723 309407.6618812373)
19079.0,1103057.8588355712,309441.89376942714,19214.0,3.0,1.0,0.11570338068781673,92.0,1.0,POINT (1103057.858835571 309441.8937694271)
19080.0,1101521.836107725,309451.4240720702,19224.0,3.0,1.0,0.6452088326806421,512.0,1.0,POINT (1101521.836107725 309451.4240720702)
19081.0,1100725.5098971492,309450.2363326825,19228.0,3.0,1.0,0.3880489253138637,308.0,1.0,POINT (1100725.509897149 309450.2363326825)
19082.0,1101739.6639964257,309531.33320200216,19258.0,3.0,1.0,0.7386072909724605,586.0,1.0,POINT (1101739.663996426 309531.3332020022)
19083.0,1102758.52948503,309590.9710906286,19291.0,3.0,1.0,0.1058047731073053,84.0,1.0,POINT (1102758.52948503 309590.9710906286)
19084.0,1100442.3472002493,309648.09601003444,19322.0,3.0,1.0,1.3129286473935788,1041.0,1.0,POINT (1100442.347200249 309648.0960100344)
19085.0,1103974.107002329,309687.71257534955,19332.0,3.0,1.0,0.3392793718973795,270.0,1.0,POINT (1103974.107002329 309687.7125753495)
19086.0,1103403.604025394,309710.03821430204,19341.0,3.0,1.0,0.0,0.0,1.0,POINT (1103403.604025394 309710.038214302)
19087.0,1100019.2868743243,309755.0960916761,19365.0,3.0,1.0,0.6998021352613294,555.0,1.0,POINT (1100019.286874324 309755.0960916761)
19088.0,1101271.1037153974,309815.17303456296,19393.0,3.0,1.0,1.3335147522591255,1058.0,1.0,POINT (1101271.103715397 309815.173034563)
19089.0,1101596.816553098,309890.6635185901,19426.0,3.0,1.0,0.6944808392911344,551.0,1.0,POINT (1101596.816553098 309890.6635185901)
19090.0,1102362.435536095,310024.0517344106,19469.0,3.0,1.0,0.2957733700726483,235.0,1.0,POINT (1102362.435536095 310024.0517344106)
19091.0,1103008.749867942,310030.2984306346,19474.0,3.0,1.0,0.17113871290877058,136.0,1.0,POINT (1103008.749867942 310030.2984306346)
19092.0,1102167.5117435842,310055.0739190186,19491.0,3.0,1.0,1.0266972775502248,815.0,1.0,POINT (1102167.511743584 310055.0739190186)
19093.0,1103705.2553318208,310095.02343291417,19503.0,3.0,1.0,0.2553882698540215,203.0,1.0,POINT (1103705.255331821 310095.0234329142)
19094.0,1102330.0959767646,310194.2357724714,19540.0,3.0,1.0,0.3256274374540861,259.0,1.0,POINT (1102330.095976765 310194.2357724714)
19095.0,1101666.8339612477,310214.20834645315,19547.0,3.0,1.0,0.10644247759569872,85.0,1.0,POINT (1101666.833961248 310214.2083464531)
19096.0,1103114.1361757752,310599.2409850461,19624.0,3.0,1.0,0.3270331661121265,260.0,1.0,POINT (1103114.136175775 310599.2409850461)
19097.0,1101970.124038647,310880.54245235084,19651.0,3.0,1.0,0.16594331260200018,132.0,1.0,POINT (1101970.124038647 310880.5424523508)
19098.0,1103838.0298325007,311081.0226097652,19673.0,3.0,1.0,0.5612661567894187,446.0,1.0,POINT (1103838.029832501 311081.0226097652)
19099.0,1100600.0671646707,311126.7333912356,19695.0,3.0,1.0,1.341852202372508,1064.0,1.0,POINT (1100600.067164671 311126.7333912356)
19100.0,1103189.2590482105,311182.5915036561,19706.0,3.0,1.0,0.27991447740846925,222.0,1.0,POINT (1103189.25904821 311182.5915036561)
19101.0,1102048.5177244144,311267.05081996555,19729.0,3.0,1.0,0.640736945727924,509.0,1.0,POINT (1102048.517724414 311267.0508199655)
19102.0,1100612.8247152893,311723.99966334767,19858.0,3.0,1.0,0.5849278465477196,464.0,1.0,POINT (1100612.824715289 311723.9996633477)
19103.0,1100857.7386942713,311743.39102234965,19863.0,3.0,1.0,0.4927572083687997,391.0,1.0,POINT (1100857.738694271 311743.3910223496)
19104.0,1102529.0023824512,311779.7271798325,19868.0,3.0,1.0,0.5561287799182238,441.0,1.0,POINT (1102529.002382451 311779.7271798325)
19105.0,1104430.1196479178,311800.73226709216,19874.0,3.0,1.0,0.7214641954232981,573.0,1.0,POINT (1104430.119647918 311800.7322670922)
19106.0,1102976.693629206,311899.6580360887,19911.0,3.0,1.0,0.4953495529106071,393.0,1.0,POINT (1102976.693629206 311899.6580360887)
19107.0,1102273.0341876221,312079.37960177823,19950.0,3.0,1.0,0.8667434018796627,688.0,1.0,POINT (1102273.034187622 312079.3796017782)
19108.0,1102304.935621071,312362.9995451098,20007.0,3.0,1.0,1.0207222625801156,810.0,1.0,POINT (1102304.935621071 312362.9995451098)
19109.0,1101802.9347911843,312498.08662202087,20059.0,3.0,1.0,0.4738585162807154,376.0,1.0,POINT (1101802.934791184 312498.0866220209)
19110.0,1102911.969241278,312510.5868846297,20066.0,3.0,1.0,0.2346996054778228,187.0,1.0,POINT (1102911.969241278 312510.5868846297)
19111.0,1101237.6348321463,312526.92948629963,20075.0,3.0,1.0,0.35165144928940784,279.0,1.0,POINT (1101237.634832146 312526.9294862996)
19112.0,1102112.5537331502,312690.46467218833,20133.0,3.0,1.0,0.8385680243346068,665.0,1.0,POINT (1102112.55373315 312690.4646721883)
19113.0,1102519.762665642,312752.4177784346,20151.0,3.0,1.0,0.0,0.0,1.0,POINT (1102519.762665642 312752.4177784346)
19114.0,1101384.0719984395,312797.26947515627,20172.0,3.0,1.0,0.8553284255019179,679.0,1.0,POINT (1101384.071998439 312797.2694751563)
19115.0,1102768.72808171,312845.7854475805,20192.0,3.0,1.0,0.9734349223300144,772.0,1.0,POINT (1102768.72808171 312845.7854475805)
19116.0,1103517.6814266078,312896.6825074826,20219.0,3.0,1.0,0.5676230963285979,451.0,1.0,POINT (1103517.681426608 312896.6825074826)
19117.0,1103149.6438928212,313144.25465421163,20309.0,3.0,1.0,0.906406144666242,719.0,1.0,POINT (1103149.643892821 313144.2546542116)
19118.0,1103995.6995892941,313469.98940846865,20340.0,3.0,1.0,0.4603601005485466,365.0,1.0,POINT (1103995.699589294 313469.9894084687)
26.0,1102053.624009777,308999.7709533762,19123.0,2.0,1.0,0.0,0.0,1.0,POINT (1102053.624009777 308999.7709533762)
53.0,1102137.6336724388,309143.40733054536,19150.0,2.0,1.0,0.0,0.0,1.0,POINT (1102137.633672439 309143.4073305454)
70.0,1101936.367090622,309305.29252940416,19167.0,2.0,1.0,0.0,0.0,1.0,POINT (1101936.367090622 309305.2925294042)
83.0,1101983.0529607423,309350.7821982359,19180.0,2.0,1.0,0.0,0.0,1.0,POINT (1101983.052960742 309350.7821982359)
104.0,1100633.2926801995,309398.1453280671,19201.0,2.0,1.0,0.0,0.0,1.0,POINT (1100633.292680199 309398.1453280671)
160.0,1101489.3380251087,309522.7808786841,19257.0,2.0,1.0,0.0,0.0,1.0,POINT (1101489.338025109 309522.7808786841)
278.0,1103524.6280017938,309788.28860287624,19375.0,2.0,1.0,0.0,0.0,1.0,POINT (1103524.628001794 309788.2886028762)
279.0,1101658.515695919,309776.08086975466,19376.0,2.0,1.0,0.0,0.0,1.0,POINT (1101658.515695919 309776.0808697547)
291.0,1101599.5844989778,309818.9490552011,19388.0,2.0,1.0,0.0,0.0,1.0,POINT (1101599.584498978 309818.9490552011)
384.0,1102945.6246776795,310040.5734875053,19481.0,2.0,1.0,0.0,0.0,1.0,POINT (1102945.62467768 310040.5734875053)
1028.0,1101450.7043003212,312668.8750703975,20125.0,2.0,1.0,0.0,0.0,1.0,POINT (1101450.704300321 312668.8750703975)
1092.0,1102473.9286243794,312836.62610955536,20189.0,2.0,1.0,0.0,0.0,1.0,POINT (1102473.928624379 312836.6261095554)
19147.0,1109806.835272547,312506.98817564594,20935.0,3.0,10.0,1.0299553116806992,817.0,1.0,POINT (1109806.835272547 312506.9881756459)
17626.0,1107125.2664021207,313188.69485137204,17651.0,1.0,11.0,0.0,0.0,1.0,POINT (1107125.266402121 313188.694851372)
17627.0,1107134.9428867586,313103.07765431656,17652.0,1.0,11.0,0.0,0.0,1.0,POINT (1107134.942886759 313103.0776543166)
18935.0,1107073.1946309987,313085.53215416154,18967.0,1.0,11.0,0.0,0.0,1.0,POINT (1107073.194630999 313085.5321541615)
18942.0,1106731.044240173,312896.2111336107,18974.0,1.0,11.0,0.0,0.0,1.0,POINT (1106731.044240173 312896.2111336107)
18953.0,1106082.827802901,312677.8170702932,18985.0,1.0,11.0,0.0,0.0,1.0,POINT (1106082.827802901 312677.8170702932)
19148.0,1107101.7523969796,313540.1883301313,17646.0,3.0,11.0,0.1685098106796677,134.0,1.0,POINT (1107101.75239698 313540.1883301313)
19149.0,1105601.797791962,312601.6492825181,18995.0,3.0,11.0,0.3779632568359375,300.0,1.0,POINT (1105601.797791962 312601.6492825181)
19150.0,1107000.290350328,312231.50480003806,20953.0,3.0,11.0,0.34038769541559993,270.0,1.0,POINT (1107000.290350328 312231.5048000381)
19151.0,1106591.6610909177,312320.55220859154,20959.0,3.0,11.0,0.4502639566026292,357.0,1.0,POINT (1106591.661090918 312320.5522085915)
19152.0,1106298.4659599704,312571.101792415,20984.0,3.0,11.0,0.5707497089832753,453.0,1.0,POINT (1106298.46595997 312571.101792415)
19153.0,1107383.829853024,312618.4792977455,20993.0,3.0,11.0,0.5255399899869352,417.0,1.0,POINT (1107383.829853024 312618.4792977455)
19154.0,1105244.37557663,312765.72737344203,21035.0,3.0,11.0,0.4797406268764186,381.0,1.0,POINT (1105244.37557663 312765.727373442)
19155.0,1106049.453266012,312765.406880462,21039.0,3.0,11.0,0.6556743989549241,520.0,1.0,POINT (1106049.453266012 312765.406880462)
19156.0,1107480.4387074842,312786.38290748297,21041.0,3.0,11.0,0.32178155022698474,256.0,1.0,POINT (1107480.438707484 312786.382907483)
19157.0,1106653.2031523164,312824.88930734125,21056.0,3.0,11.0,0.8203353550197842,651.0,1.0,POINT (1106653.203152316 312824.8893073412)
19158.0,1107066.0357954635,313109.6431633625,21142.0,3.0,11.0,3.8639895454612936,3064.0,1.0,POINT (1107066.035795463 313109.6431633625)
19159.0,1106785.5576656486,313164.40864205064,21202.0,3.0,11.0,0.6695270007365458,531.0,1.0,POINT (1106785.557665649 313164.4086420506)
19160.0,1107351.8458155063,313466.5925204625,21306.0,3.0,11.0,0.24125331758378865,192.0,1.0,POINT (1107351.845815506 313466.5925204625)
19161.0,1104435.3153988465,313529.9278792425,21320.0,3.0,11.0,0.17351359616528758,138.0,1.0,POINT (1104435.315398847 313529.9278792425)
19162.0,1106780.7458475977,313552.30050038017,21322.0,3.0,11.0,0.9164260639156306,727.0,1.0,POINT (1106780.745847598 313552.3005003802)
19163.0,1104703.6424153477,313590.0620214337,21333.0,3.0,11.0,1.0713099622296856,850.0,1.0,POINT (1104703.642415348 313590.0620214337)
19164.0,1104580.570521806,313853.4182619161,21407.0,3.0,11.0,0.32080191414635456,255.0,1.0,POINT (1104580.570521806 313853.4182619161)
19165.0,1105614.4453781948,313951.66871960514,21448.0,3.0,11.0,3.2037984660724264,2541.0,1.0,POINT (1105614.445378195 313951.6687196051)
19166.0,1105210.0410286186,313995.9303059699,21460.0,3.0,11.0,1.6597327155035893,1316.0,1.0,POINT (1105210.041028619 313995.9303059699)
19167.0,1106101.7733774649,314021.3706572186,21463.0,3.0,11.0,1.9435408746874008,1541.0,1.0,POINT (1106101.773377465 314021.3706572186)
19168.0,1105548.6782196357,314240.36850596376,21488.0,3.0,11.0,1.1768127281601364,934.0,1.0,POINT (1105548.678219636 314240.3685059638)
1890.0,1106564.9294607798,312589.2956497181,20987.0,2.0,11.0,0.0,0.0,1.0,POINT (1106564.92946078 312589.2956497181)
2092.0,1106987.0653612255,313148.91412545263,21189.0,2.0,11.0,0.0,0.0,1.0,POINT (1106987.065361226 313148.9141254526)
2278.0,1105080.4919177992,313795.1764916601,21375.0,2.0,11.0,0.0,0.0,1.0,POINT (1105080.491917799 313795.1764916601)
2290.0,1105123.6455786868,313811.76770944893,21387.0,2.0,11.0,0.0,0.0,1.0,POINT (1105123.645578687 313811.7677094489)
15508.0,1099318.6561911737,315927.02878435893,15511.0,1.0,12.0,0.0,0.0,1.0,POINT (1099318.656191174 315927.0287843589)
15509.0,1098867.500581936,315620.0915468009,15512.0,1.0,12.0,0.0,0.0,1.0,POINT (1098867.500581936 315620.0915468009)
15783.0,1098827.482016962,313072.0344730221,15787.0,1.0,12.0,0.0,0.0,1.0,POINT (1098827.482016962 313072.0344730221)
15784.0,1098811.6734123451,313266.7349048369,15788.0,1.0,12.0,0.0,0.0,1.0,POINT (1098811.673412345 313266.7349048369)
17375.0,1100200.206691598,315614.17173665174,17398.0,1.0,12.0,0.0,0.0,1.0,POINT (1100200.206691598 315614.1717366517)
17380.0,1099856.7441318391,315839.50257579534,17403.0,1.0,12.0,0.0,0.0,1.0,POINT (1099856.744131839 315839.5025757953)
17386.0,1099676.7490284257,316105.4557933298,17409.0,1.0,12.0,0.0,0.0,1.0,POINT (1099676.749028426 316105.4557933298)
17450.0,1099296.3408141015,315960.75175745593,17473.0,1.0,12.0,0.0,0.0,1.0,POINT (1099296.340814102 315960.7517574559)
17459.0,1099004.849610209,316552.31884032226,17482.0,1.0,12.0,0.0,0.0,1.0,POINT (1099004.849610209 316552.3188403223)
17753.0,1098889.1645061912,313602.59305972164,17778.0,1.0,12.0,0.0,0.0,1.0,POINT (1098889.164506191 313602.5930597216)
17754.0,1098907.8983838004,313693.0968611758,17779.0,1.0,12.0,0.0,0.0,1.0,POINT (1098907.8983838 313693.0968611758)
17760.0,1098921.7456893814,314805.5508987871,17785.0,1.0,12.0,0.0,0.0,1.0,POINT (1098921.745689381 314805.5508987871)
17761.0,1098908.2454500836,314885.40768486226,17786.0,1.0,12.0,0.0,0.0,1.0,POINT (1098908.245450084 314885.4076848623)
17766.0,1098917.102386666,315449.80059893953,17791.0,1.0,12.0,0.0,0.0,1.0,POINT (1098917.102386666 315449.8005989395)
19169.0,1098843.234215638,312647.1283627526,21533.0,3.0,12.0,1.314083687722146,1042.0,1.0,POINT (1098843.234215638 312647.1283627526)
19170.0,1099306.6749891823,313043.9416919266,21553.0,3.0,12.0,0.2489925028826739,198.0,1.0,POINT (1099306.674989182 313043.9416919266)
19171.0,1098777.325524332,313103.76210086286,21556.0,3.0,12.0,0.5535204581527022,439.0,1.0,POINT (1098777.325524332 313103.7621008629)
19172.0,1099080.4068238658,313466.0216012929,21569.0,3.0,12.0,0.4980071559253039,395.0,1.0,POINT (1099080.406823866 313466.0216012929)
19173.0,1098662.05405028,313870.03876937233,21588.0,3.0,12.0,0.47945004420237497,381.0,1.0,POINT (1098662.05405028 313870.0387693723)
19174.0,1098859.8775227228,314198.61690483644,21603.0,3.0,12.0,0.7289819091934342,578.0,1.0,POINT (1098859.877522723 314198.6169048364)
19175.0,1099042.7209058893,314334.92260853085,21636.0,3.0,12.0,0.8419566932884422,668.0,1.0,POINT (1099042.720905889 314334.9226085308)
19176.0,1098776.6429399666,314744.3447013304,21681.0,3.0,12.0,0.8341966268178579,662.0,1.0,POINT (1098776.642939967 314744.3447013304)
19177.0,1099177.6986622794,314922.563921007,21703.0,3.0,12.0,0.5041184722625457,400.0,1.0,POINT (1099177.698662279 314922.563921007)
19178.0,1099698.4251823283,314935.9244982244,21706.0,3.0,12.0,0.2476392838761613,197.0,1.0,POINT (1099698.425182328 314935.9244982244)
19179.0,1099287.666822376,315274.6219684557,21738.0,3.0,12.0,0.3454239525666108,274.0,1.0,POINT (1099287.666822376 315274.6219684557)
19180.0,1100543.936824307,315279.22909623076,21741.0,3.0,12.0,0.4465793235022743,355.0,1.0,POINT (1100543.936824307 315279.2290962308)
19181.0,1098651.2393563665,315392.063856562,21765.0,3.0,12.0,0.4688207110843143,372.0,1.0,POINT (1098651.239356366 315392.063856562)
19182.0,1098939.4486063877,315446.6972070538,21772.0,3.0,12.0,1.3505940808476629,1071.0,1.0,POINT (1098939.448606388 315446.6972070538)
19183.0,1100238.7615393405,315689.71036142897,21825.0,3.0,12.0,1.6177240981711998,1283.0,1.0,POINT (1100238.76153934 315689.710361429)
19184.0,1099204.262115547,315709.09434419684,21834.0,3.0,12.0,0.7091847794335168,563.0,1.0,POINT (1099204.262115547 315709.0943441968)
19185.0,1099822.4335981363,315782.7214856189,21855.0,3.0,12.0,0.4789659233780594,380.0,1.0,POINT (1099822.433598136 315782.7214856189)
19186.0,1099526.489216814,315873.136285317,21880.0,3.0,12.0,1.250673295957548,992.0,1.0,POINT (1099526.489216814 315873.136285317)
19187.0,1098897.6624856577,315920.1586471987,21897.0,3.0,12.0,1.3962125644168335,1107.0,1.0,POINT (1098897.662485658 315920.1586471987)
19188.0,1099401.1715166657,316027.1584863084,21934.0,3.0,12.0,1.0190163574562416,808.0,1.0,POINT (1099401.171516666 316027.1584863084)
19189.0,1099823.7162612027,316089.1569106238,21958.0,3.0,12.0,0.9441720398911484,749.0,1.0,POINT (1099823.716261203 316089.1569106238)
